p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expression
7.2498095942742e-08,-0.00101048471166498,0.357,0.376,0.00155791158371358,Unchanged
7.46047539825033e-08,-0.0208725517607586,0.383,0.394,0.00160318155833001,Unchanged
7.47543088321068e-08,0.0168485963448181,0.322,0.312,0.00160639534249314,Unchanged
7.68567281050891e-08,0.0663981687539537,0.357,0.259,0.00165157423025026,Unchanged
7.77791647508623e-08,-0.049660047810377,0.487,0.439,0.00167139647133128,Unchanged
8.19494127487599e-08,-0.21364266238553,0.713,0.717,0.0017610109305581,Unchanged
8.20495819305103e-08,-0.207149758610515,0.617,0.652,0.00176316346610474,Unchanged
8.66413002876955e-08,0.0914858619795222,0.365,0.266,0.00186183490188229,Unchanged
9.19829569565047e-08,-2.62316535695195e-05,0.365,0.387,0.00197662176203833,Unchanged
9.5841803625663e-08,0.378679329739346,0.4,0.321,0.00205954451811187,Unchanged
9.7206044354019e-08,-1.41760465286899,0.983,1,0.00208886068712351,Unchanged
9.79592820131863e-08,0.063550562637614,0.339,0.375,0.00210504701118136,Unchanged
9.7970859173493e-08,0.0204108577693378,0.904,0.788,0.00210529579277919,Unchanged
1.06732758041373e-07,-0.501043942171549,0.878,0.887,0.00229358023755106,Unchanged
1.09616776659577e-07,0.0718804920448429,0.374,0.335,0.00235555491363766,Unchanged
1.09815239626211e-07,0.10005104307021,0.322,0.279,0.00235981968432765,Unchanged
1.10646435121024e-07,-0.0278613335288023,0.4,0.364,0.00237768124431568,Unchanged
1.15488234497648e-07,0.150877666691267,0.278,0.211,0.00248172667111996,Unchanged
1.21000618986653e-07,0.0232473055840842,0.426,0.36,0.00260018230140419,Unchanged
1.22370531252893e-07,0.323666910752151,0.383,0.194,0.00262962034609342,Unchanged
1.23155929521691e-07,-0.00152037670471705,0.374,0.349,0.00264649776949161,Unchanged
1.23793986568379e-07,0.173156780708373,0.261,0.204,0.0026602089773679,Unchanged
1.47037882390244e-07,-0.0762096912453796,0.417,0.43,0.00315969705468396,Unchanged
1.51010270446847e-07,-0.0333905348159655,0.635,0.569,0.0032450597016323,Unchanged
1.63958493441449e-07,0.0428413700131204,0.304,0.298,0.0035233040655633,Unchanged
1.66117753730396e-07,0.890887779232383,0.687,0.366,0.00356970440991249,Unchanged
1.7591236789209e-07,0.849940826498339,0.348,0.063,0.00378018087363313,Unchanged
1.90157505912973e-07,-0.11399611347641,0.478,0.509,0.00408629464456388,Unchanged
1.97943647865198e-07,0.171861800780984,0.148,0.289,0.00425361104897523,Unchanged
1.98456762232737e-07,-1.57512076172857,1,0.999,0.00426463736361929,Down-regulated
1.99181820205777e-07,-0.0339621789265997,0.33,0.361,0.00428021813440194,Unchanged
2.0123685531867e-07,-1.42278170518969,1,0.998,0.00432437878394291,Unchanged
2.09106806413818e-07,0.210621241786999,0.313,0.201,0.00449349616302653,Unchanged
2.24305736846767e-07,0.239030297598968,0.313,0.168,0.00482010597910018,Unchanged
2.31892053067391e-07,0.501140577268206,0.435,0.185,0.00498312832836517,Unchanged
2.38238361418694e-07,0.260306586930205,0.357,0.2,0.00511950414852632,Unchanged
2.46393448937453e-07,-0.277549154895206,0.661,0.738,0.00529474882421693,Unchanged
2.49834424618849e-07,0.000907993019034881,0.383,0.34,0.00536869195063445,Unchanged
2.60475815864646e-07,0.179966389084298,0.435,0.366,0.00559736480711537,Unchanged
2.66917136555031e-07,0.109161508124302,0.296,0.267,0.00573578234743106,Unchanged
2.75648723139537e-07,-0.279076231363767,0.73,0.75,0.0059234154115455,Unchanged
2.7622368998594e-07,-0.046220372890725,0.409,0.378,0.00593577087410786,Unchanged
2.82402194584237e-07,0.0168015939879804,0.391,0.317,0.00606854075942067,Unchanged
2.91903956285349e-07,-0.0698079402482445,0.583,0.678,0.00627272411661586,Unchanged
2.97950633500174e-07,-1.27739765347048,0.252,0.633,0.00640266116328524,Unchanged
3.05997943010607e-07,-0.0765379868528693,0.504,0.483,0.00657558979735494,Unchanged
3.23327108583115e-07,-0.360677431676144,0.783,0.896,0.00694797623634256,Unchanged
3.5146183769814e-07,-0.0402712388106502,0.443,0.445,0.00755256343029533,Unchanged
3.68084429199025e-07,-0.129277153410728,0.617,0.617,0.00790976629905785,Unchanged
3.8459703322479e-07,-0.0473435812868666,0.435,0.483,0.00826460564696751,Unchanged
3.90628910780799e-07,0.0426343772729553,0.278,0.281,0.00839422466376858,Unchanged
3.94815039429165e-07,0.297833997062656,0.383,0.189,0.00848418038229332,Unchanged
4.01934175111023e-07,-0.166026882260291,0.809,0.827,0.00863716348896078,Unchanged
4.10011774815211e-07,-0.226973774058655,0.809,0.796,0.00881074302900406,Unchanged
4.13828579335364e-07,0.275240035781053,0.461,0.231,0.00889276234133764,Unchanged
4.35270163179555e-07,0.107770433132809,0.296,0.214,0.00935352053656546,Unchanged
4.49669858714595e-07,0.0499648961507284,0.287,0.277,0.00966295559391794,Unchanged
4.7353459360179e-07,0.072303720088075,0.296,0.23,0.0101757848819089,Unchanged
4.77096580858096e-07,-0.229525519122121,0.635,0.611,0.0102523284260596,Unchanged
4.81306684320782e-07,0.195702865934867,0.313,0.195,0.0103427993393693,Unchanged
4.82502615771418e-07,-1.4219972503217,0.296,0.614,0.010368498710312,Unchanged
4.84317592833818e-07,0.04978359839226,0.409,0.35,0.0104075007524059,Unchanged
4.884613864947e-07,-0.222497784466162,0.617,0.628,0.0104965467343846,Unchanged
5.31726924180058e-07,0.596417369376803,0.348,0.099,0.0114262798737053,Unchanged
5.31884942062935e-07,-0.132481447409026,0.53,0.639,0.0114296755199904,Unchanged
5.36782718619885e-07,-0.0219678653738561,0.322,0.303,0.0115349238404227,Unchanged
5.51782588992401e-07,0.377946194289206,0.383,0.166,0.0118572560548577,Unchanged
6.02440065335473e-07,-1.40406709832922,1,0.999,0.012945834563994,Unchanged
6.0599057288636e-07,-0.166164138929117,0.504,0.622,0.013022131420755,Unchanged
6.19333593835547e-07,0.0931186767527886,0.348,0.315,0.0133088595979321,Unchanged
6.24134502004621e-07,-1.62854743018799,0.93,0.995,0.0134120263135773,Down-regulated
6.29399738552995e-07,-0.120555071729793,0.452,0.532,0.0135251709817653,Unchanged
6.34247959247873e-07,-0.064953568572692,0.409,0.521,0.0136293543962775,Unchanged
6.48056135887967e-07,0.168550543119523,0.313,0.237,0.0139260783040965,Unchanged
6.61245142708033e-07,-0.180375951761375,0.6,0.579,0.0142094968716529,Unchanged
6.65783240283635e-07,-0.0378220610092579,0.383,0.427,0.014307016050455,Unchanged
7.01156904714569e-07,0.439893535067259,0.313,0.129,0.0150671607254114,Unchanged
7.59429478574662e-07,0.188230165299556,0.287,0.178,0.0163193800650909,Unchanged
7.89058746310208e-07,0.270805555367799,0.374,0.174,0.0169560833994601,Unchanged
8.21304271899157e-07,1.57864310462443,0.322,0.04,0.017649007498841,Up-regulated
8.32821008226274e-07,-0.171414131570889,0.504,0.595,0.0178964906457744,Unchanged
8.75887968035559e-07,-0.201704091427607,0.548,0.587,0.0188219565451161,Unchanged
8.87744813195674e-07,0.0250297173512271,0.278,0.262,0.0190767482907618,Unchanged
9.48762981166616e-07,-0.325530856537355,0.722,0.802,0.0203879677022894,Unchanged
9.56221191971124e-07,-0.176186157673823,0.504,0.494,0.0205482371942675,Unchanged
9.57888003035391e-07,0.297657703906588,0.33,0.148,0.0205840552972275,Unchanged
9.600724707643e-07,-1.54064174682031,0.2,0.497,0.020630997324254,Down-regulated
9.79659513995321e-07,-0.0357788934996062,0.357,0.394,0.0210519032962455,Unchanged
9.81373780154936e-07,-0.175669817180698,0.557,0.605,0.0210887411617494,Unchanged
1.01003802732855e-06,-0.221432337580177,0.583,0.621,0.0217047071692633,Unchanged
1.0392179904793e-06,0.372434950983216,0.313,0.142,0.0223317553974097,Unchanged
1.06735048886009e-06,-1.40641781901861,0.913,0.997,0.0229362946551144,Unchanged
1.09507973512694e-06,0.178219960148921,0.391,0.259,0.0235321684281428,Unchanged
1.11168726968759e-06,0.066934850372095,0.339,0.259,0.0238890477383167,Unchanged
1.14094059566696e-06,-1.37636821891958,1,0.999,0.0245176724602873,Unchanged
1.24673809332192e-06,0.188960458932406,0.339,0.217,0.0267911548873947,Unchanged
1.25614449374809e-06,-0.211628601945861,0.67,0.714,0.0269932890261526,Unchanged
1.25628862143308e-06,-0.0985148061646872,0.426,0.497,0.0269963861859754,Unchanged
1.2696363043194e-06,-0.139832863147914,0.53,0.557,0.0272832145435195,Unchanged
1.32248643347819e-06,0.179431622445962,0.313,0.193,0.0284189109690129,Unchanged
1.35042681768697e-06,-0.154244295585372,0.635,0.662,0.0290193218852752,Unchanged
1.3852452271261e-06,-1.59591020511981,0.191,0.454,0.0297675346857129,Down-regulated
1.42692232428302e-06,0.115403851962324,0.27,0.205,0.0306631338265179,Unchanged
1.4296812486215e-06,-0.0555845753345238,0.374,0.387,0.0307224203516274,Unchanged
1.43384662980352e-06,-0.173638373430169,0.557,0.622,0.0308119302278479,Unchanged
1.43534924208081e-06,0.0799095106719023,0.278,0.216,0.0308442198630745,Unchanged
1.44113732550636e-06,-1.54690176566963,0.983,0.989,0.0309685999878062,Down-regulated
1.46709838446465e-06,0.370670645372797,0.374,0.126,0.0315264771837609,Unchanged
1.56432988496197e-06,0.363271731426739,0.443,0.219,0.0336158848979477,Unchanged
1.66814629744956e-06,-0.0676476777419551,0.383,0.4,0.0358467957858935,Unchanged
1.69796663258703e-06,0.192579017103367,0.304,0.187,0.0364876049676628,Unchanged
1.73877665667578e-06,-0.00608710922529498,0.296,0.317,0.0373645715753058,Unchanged
1.75765613187141e-06,-0.0319644974422548,0.313,0.339,0.0377702726177848,Unchanged
1.81479969553805e-06,-0.0670718665026656,0.4,0.426,0.0389982306574172,Unchanged
1.82043210344724e-06,-0.123723602148044,0.504,0.508,0.0391192654709777,Unchanged
1.91936649315507e-06,-0.171056360440076,0.435,0.522,0.0412452665714093,Unchanged
1.95072262136422e-06,-0.279672777858661,0.835,0.88,0.0419190784104957,Unchanged
2.05361842248354e-06,0.324867496396293,0.27,0.135,0.0441302062807487,Unchanged
2.09590503352467e-06,0.400166136634193,0.374,0.104,0.0450389032654117,Unchanged
2.15126830486561e-06,0.31837932926425,0.33,0.146,0.046228604603257,Unchanged
2.15645878409342e-06,0.571892989469144,0.27,0.097,0.0463401428113834,Unchanged
2.19552528292574e-06,0.648630859595315,0.696,0.539,0.0471796428047912,Unchanged
2.24192033545846e-06,-0.0632201218899746,0.33,0.358,0.0481766260886669,Unchanged
2.33505365964161e-06,-0.073468916470676,0.27,0.334,0.0501779680920385,Unchanged
2.41700470794607e-06,0.104040452354271,0.287,0.207,0.0519390141690532,Unchanged
2.43169577206907e-06,-0.0472396769037977,0.339,0.347,0.0522547104459923,Unchanged
2.54839235479356e-06,-0.0798073749033741,0.348,0.396,0.0547624033121589,Unchanged
2.57499266001323e-06,-0.101295415636413,0.357,0.384,0.0553340172710243,Unchanged
2.7559463379064e-06,0.273849356518919,0.304,0.153,0.0592225308552706,Unchanged
2.7623783280952e-06,0.255785421622193,0.617,0.437,0.0593607478924378,Unchanged
2.82330492727219e-06,0.821063467281452,0.617,0.273,0.0606699995821521,Unchanged
2.85874159823076e-06,-1.38696455917278,0.991,0.985,0.0614314982043808,Unchanged
2.8813220572681e-06,-0.198615859129527,0.574,0.639,0.0619167296886341,Unchanged
2.97703323624641e-06,0.147579337209708,0.27,0.196,0.0639734672136992,Unchanged
2.97852971838265e-06,-0.300501881472993,0.67,0.76,0.0640056251183248,Unchanged
2.98579333503429e-06,0.035064791000454,0.617,0.566,0.064161712976552,Unchanged
3.03692851650037e-06,-0.120079116165827,0.365,0.441,0.0652605568910765,Unchanged
3.12756077870679e-06,0.228071535795436,0.357,0.168,0.0672081535736302,Unchanged
3.15839151795045e-06,-0.0491513341245656,0.226,0.308,0.0678706753292373,Unchanged
3.25373093643009e-06,0.0756078346335406,0.374,0.286,0.0699194240929462,Unchanged
3.32877342862702e-06,-1.40110496137286,1,1,0.0715320122077661,Unchanged
3.34799111563442e-06,0.394533822770986,0.339,0.114,0.0719449810838681,Unchanged
3.3516839484871e-06,-0.109618063759055,0.383,0.373,0.0720243363690393,Unchanged
3.36960254315483e-06,-0.0334319624040426,0.322,0.301,0.0724093890498543,Unchanged
3.71130933648121e-06,0.395883654309072,0.313,0.128,0.0797523263316448,Unchanged
3.781186625886e-06,-0.541956980357987,0.878,0.919,0.0812539194036644,Unchanged
3.80895650405475e-06,-0.195671908252566,0.583,0.58,0.0818506663156325,Unchanged
3.83790683306817e-06,-0.00593268341639075,0.287,0.323,0.0824727799358019,Unchanged
3.98339975267092e-06,0.345022806992972,0.452,0.173,0.0855992772851455,Unchanged
3.98677228748993e-06,-0.559369911443676,0.774,0.742,0.0856717496858712,Unchanged
3.99896852345705e-06,-0.0889319056285014,0.322,0.352,0.0859338346005685,Unchanged
4.1262305727801e-06,0.0527549572912914,0.296,0.242,0.0886685687784716,Unchanged
4.13001462563932e-06,0.236272818262809,0.374,0.21,0.0887498842903633,Unchanged
4.20987349454994e-06,-0.0543915810396886,0.435,0.463,0.0904659715243837,Unchanged
4.22983615601686e-06,0.137036157354367,0.278,0.177,0.0908949491566464,Unchanged
4.33646356009257e-06,-0.0798562994953943,0.348,0.363,0.0931862654428292,Unchanged
4.37903647371695e-06,2.72678474552285,0.296,0.016,0.0941011147837036,Unchanged
4.45595527483224e-06,-0.0399481629967618,0.296,0.29,0.09575402290087,Unchanged
4.59748278830227e-06,-0.104323327454293,0.348,0.406,0.0987953076378274,Unchanged
4.60206281556339e-06,0.0622642334565178,0.504,0.432,0.0988937278436418,Unchanged
4.64740477774629e-06,0.234713048297908,0.27,0.181,0.09986808126899,Unchanged
4.69285471908896e-06,-0.0710885448202657,0.348,0.363,0.100844755058503,Unchanged
4.92294097950739e-06,-0.423972522262943,0.983,0.985,0.105789078708634,Unchanged
5.1514877495881e-06,-1.59120389333991,0.991,0.998,0.110700320250899,Unchanged
5.19005231090858e-06,-1.82381988735917,1,0.999,0.111529034109115,Unchanged
5.30923245227115e-06,-0.0408060655233143,0.296,0.296,0.114090096166855,Unchanged
5.38292976367874e-06,-0.0724051265407699,0.33,0.382,0.115673777691692,Unchanged
5.4911987304304e-06,-0.253753711821342,0.748,0.738,0.118000369518219,Unchanged
5.67554187321025e-06,-0.0308891277318374,0.287,0.308,0.121961719313415,Unchanged
5.73496015565215e-06,0.0706137630419011,0.27,0.219,0.123238558784809,Unchanged
5.81711589649601e-06,0.125947479287058,0.278,0.192,0.125004003499803,Unchanged
5.82070965073458e-06,-0.452037433734813,0.826,0.867,0.125081229684635,Unchanged
5.93308414998879e-06,-0.0911750581798318,0.348,0.365,0.127496045299109,Unchanged
5.99496925233638e-06,-0.0494847090800994,0.339,0.352,0.128825894263456,Unchanged
6.13176749916056e-06,-0.114195046444927,0.4,0.416,0.131765551789461,Unchanged
6.14786105797408e-06,-2.20578704564743,0.009,0.157,0.132111386274805,Unchanged
6.19547261960136e-06,-0.26487369222327,0.643,0.727,0.133134511122614,Unchanged
6.25885138185513e-06,-0.117872500624136,0.409,0.395,0.134496457344685,Unchanged
6.32013858316005e-06,0.114229583855779,0.243,0.205,0.135813458013526,Unchanged
6.35905845859042e-06,-0.053896064963758,0.322,0.33,0.13664980721665,Unchanged
6.44889008817797e-06,0.448015156431832,0.417,0.186,0.138580199104856,Unchanged
6.44952234088515e-06,0.14066955838277,0.287,0.238,0.138593785583281,Unchanged
6.61452211900516e-06,-0.0151802578478198,0.383,0.364,0.142139465815302,Unchanged
6.70503063019549e-06,-0.118984263035538,0.4,0.443,0.144084403212271,Unchanged
6.75230653474514e-06,0.135154015236612,0.304,0.193,0.145100315125138,Unchanged
6.85191290993947e-06,0.531138890132052,0.652,0.346,0.147240756521689,Unchanged
6.86888848299051e-06,-1.31415188852637,0.052,0.29,0.147605544610983,Unchanged
6.91485893743211e-06,-0.127654987106232,0.435,0.447,0.148593403706479,Unchanged
6.9463042074465e-06,-0.185076577765278,0.496,0.583,0.149269131113818,Unchanged
7.07925043904075e-06,0.479691415106871,0.643,0.403,0.152126012684547,Unchanged
7.18627209332625e-06,-0.126307144043018,0.391,0.419,0.154425801013488,Unchanged
7.25090552063049e-06,0.32744934760743,0.374,0.199,0.155814708732829,Unchanged
7.75868363832301e-06,0.0529424630716333,0.287,0.243,0.166726352703923,Unchanged
7.81126778922193e-06,0.0447924540982397,0.287,0.25,0.16785633352259,Unchanged
7.87124657890446e-06,-0.174796535402745,0.435,0.491,0.169145217734078,Unchanged
8.02849817454085e-06,-0.019064146884024,0.296,0.286,0.172524397272708,Unchanged
8.5425799345699e-06,-1.18128354833772,0.113,0.475,0.183571500213973,Unchanged
8.57170217854463e-06,0.00571077044189411,0.296,0.251,0.184197308114745,Unchanged
8.6345188857429e-06,0.182150900935145,0.296,0.16,0.185547176335729,Unchanged
8.76497664168647e-06,0.0643458646157015,0.243,0.216,0.188350583053201,Unchanged
8.90455389389439e-06,0.0625138706668115,0.217,0.224,0.191349958625896,Unchanged
8.90828971286201e-06,0.0575229358818245,0.27,0.232,0.191430237639692,Unchanged
9.39182961587907e-06,0.0575229358818245,0.278,0.236,0.201821026615625,Unchanged
9.43812752578534e-06,-0.0775859147980744,0.296,0.317,0.202815922401601,Unchanged
9.69592395192775e-06,0.299222539076379,0.243,0.135,0.208355709802975,Unchanged
1.01523121275617e-05,-0.27546745904243,0.617,0.644,0.218163035309173,Unchanged
1.02154539202856e-05,-0.0546278914985872,0.287,0.336,0.219519889293017,Unchanged
1.08042797148865e-05,0.627741456058348,0.409,0.277,0.232173166793195,Unchanged
1.08101634229007e-05,-0.136456835660607,0.391,0.446,0.232299601794713,Unchanged
1.08154029615092e-05,-0.0922212936116477,0.278,0.331,0.232412194239872,Unchanged
1.09314642420144e-05,-0.40604883400548,0.687,0.828,0.234906235096648,Unchanged
1.13096650543785e-05,0.496004316733789,0.348,0.081,0.243033392353541,Unchanged
1.15210910798585e-05,-0.038263870960861,0.27,0.289,0.24757672621508,Unchanged
1.18317633881293e-05,-1.40524954090696,1,1,0.254252763447511,Unchanged
1.18474041619123e-05,-0.175095219057772,0.461,0.504,0.254588868035334,Unchanged
1.18516065002375e-05,-0.150844614478122,0.435,0.482,0.254679172083604,Unchanged
1.18626259614743e-05,-0.0603788981568129,0.348,0.355,0.254915969286121,Unchanged
1.20507714400121e-05,0.0144579533388769,0.461,0.467,0.25895902747442,Unchanged
1.22094624734796e-05,-0.0813563031827615,0.435,0.501,0.262369139092602,Unchanged
1.24844140850407e-05,-0.137540365744781,0.374,0.383,0.268277574273439,Unchanged
1.25075943471102e-05,-0.569945945991112,0.861,0.757,0.268775694925052,Unchanged
1.26965882342141e-05,-0.0726964844375799,0.304,0.323,0.272836984565028,Unchanged
1.32102563991599e-05,-0.195611759619387,0.504,0.565,0.283875199761546,Unchanged
1.35910141682603e-05,0.0752746930976838,0.348,0.273,0.292057303461746,Unchanged
1.37183000590964e-05,-0.0569012962779591,0.287,0.31,0.294792549969923,Unchanged
1.37799463126201e-05,-0.0854787101736378,0.322,0.374,0.296117266311892,Unchanged
1.47509370593528e-05,-0.149466357015274,0.374,0.479,0.316982886468432,Unchanged
1.49727180689362e-05,0.280677994957459,0.287,0.131,0.32174873858337,Unchanged
1.51490631795048e-05,-0.503897002871101,0.826,0.884,0.32553821866438,Unchanged
1.52217445688201e-05,-0.015531748905933,0.252,0.25,0.327100069039376,Unchanged
1.52399970562143e-05,0.0240791725994075,0.252,0.224,0.327492296740988,Unchanged
1.53203050572736e-05,-1.35875230051227,1,0.995,0.329218035375752,Unchanged
1.54912214248631e-05,0.590066514327691,0.304,0.072,0.332890857198884,Unchanged
1.55149465811267e-05,-0.0302407665499861,0.226,0.258,0.333400687081831,Unchanged
1.55589221279881e-05,0.216740909972548,0.348,0.146,0.334345677608337,Unchanged
1.62207803364048e-05,-0.268930418549457,0.661,0.727,0.348568348649002,Unchanged
1.62622813430445e-05,-0.072234947237607,0.261,0.308,0.349460163780682,Unchanged
1.67703339570877e-05,-0.0776317663145772,0.313,0.354,0.360377706403858,Unchanged
1.70559331001233e-05,-0.0805551615213437,0.296,0.306,0.36651494638855,Unchanged
1.74072831243052e-05,-0.221835376016762,0.548,0.583,0.374065107058195,Unchanged
